# id<TAB>translation; literal \r and \n are decoded by Apply-TranslationMap.ps1
3149	润色等级
3150	荷马花了几个小时打磨故事卡，听起来好多了！
3152	达到润色等级 {0}
3154	荷马用{0}和{1}的时间，在一群大理石雕像前反复诵读尚未完成的故事。他们似乎很喜欢！
3156	达到演绎阶位 {0}：
3187	第 {0} 册：{1}
3200	呃……
3203	演出进度：
3220	今日观众评价
3224	获得新故事卡
3228	又一场演出结束后，荷马入睡了，梦见宏大的冒险。\r\n
3230	距离盛大演出还有 {0} 天
3234	最后一天
3256	年轻的荷马
3257	一位说书人的奥德赛
3374	全剧终
3377	导航：
3379	继续：
3381	上、下、左、右
3384	开始游戏
3386	制作人员
3388	退出
3390	注意：本游戏没有声音。
3418	之前
3419	- 润色等级 {0} -
3420	之后
3261	荷马和俄瑞斯忒斯在演出后一起走回家。
3275	荷马带着一脑子嗡嗡作响的想法上床睡觉。他一生失明，史诗般的远征似乎遥不可及。
3276	但如今，他要用自己的语言，创造世所未见的伟大冒险。
3078	ORESTES\r\n\r\n你这么兴奋，是因为什么？
3079	HOMER\r\n\r\n第九届年度冒险诗歌大赛！我们有两周时间创作一首新诗。最后一天，他们会评判我们的演出，选出赢家！
3080	HOMER\r\n\r\n这是让我的诗走到世人面前的绝佳机会。
3081	ORESTES\r\n\r\n哇！说来也巧，我最近一直在研究英雄奥德修斯。以前从没人讲过他的故事。也许你可以围绕他来写诗。
3082	HOMER\r\n\r\n我喜欢这个主意！唯一的问题是，我对奥德修斯和他的征途一无所知。只知道他曾和阿尔戈英雄一起航海。
3083	ORESTES\r\n\r\n其实你想的是伊阿宋。不过我想我能帮上忙。
3085	HOMER\r\n\r\n等一下，俄瑞斯忒斯。我不识字，更何况我还是盲人！
3086	HOMER\r\n\r\n为什么我感觉自己能在脑中准确想象这张卡片的样子？
3087	ORESTES\r\n\r\n这是我发明的新语言。我叫它“盲文”。只要用手触摸就能阅读。
3088	HOMER\r\n\r\n哇，这真的行得通！那么，你能给我多少张卡？只有一个情节点，我可写不出什么史诗故事。
3089	ORESTES\r\n\r\n我有几十张，但问题是它们都是我研究用的，写在普通折叠泥板上。我得花时间把它们改成盲文给你用。
3090	ORESTES\r\n\r\n我估计做一张卡要几个小时。但我会尽力。眼下我手头还放着一张盲文卡，可以先给你。
3092	EMCEE\r\n\r\n女士们，还有双子座们，欢迎来到塞妮娅咖啡馆。
3093	EMCEE\r\n\r\n别忘了给服务员小费；如果你看到乞丐从街上进来，请帮自己一个忙，给他买杯酒。这可能救你一命！
3094	EMCEE\r\n\r\n今晚我们请来一位新诗人。孩子，舞台交给你。
3096	HOMER\r\n\r\n大家好。这是我一直在写的故事，还在创作中，但希望你们喜欢。
3097	HOMER\r\n\r\n我把它叫作……
3098	HOMER\r\n\r\n我把它叫作……
3104	HOMER\r\n\r\n大家好。评委们好。我很高兴来到这里。
3105	HOMER\r\n\r\n这首诗是用爱浇灌的作品，没有我的朋友俄瑞斯忒斯，我不可能完成它。
3106	HOMER\r\n\r\n从头到尾，他一直是我的向导和研究顾问。
3107	HOMER\r\n\r\n过去两周里，我试了很多临时标题，但我想我终于找到了一个好标题。
3221	ORESTES\r\n\r\n很高兴见到你，荷马。我一直在思考奥德修斯的故事，觉得这一段也许会让你感兴趣。
3235	ORESTES\r\n\r\n你做到了，荷马！你赢了！
3237	HOMER\r\n\r\n这全都多亏了你，俄瑞斯忒斯。
3238	HOMER\r\n\r\n不过，你知道的……我还是觉得这首诗没写完。
3239	ORESTES\r\n\r\n好吧，你没赢，但恭喜你获奖入选！
3241	HOMER\r\n\r\n说真的，能参加比赛我就很开心了。
3242	HOMER\r\n\r\n看看我们的故事在这么短的时间里走了多远！
3243	HOMER\r\n\r\n这么说吧，在宣布完成之前，我想再花点时间打磨这个奥德修斯的故事。
3244	ORESTES\r\n\r\n好吧，你没超过那些诗人。但替你说句公道话，他们确实写出了惊人的作品。
3246	HOMER\r\n\r\n能和他们并列，我深感荣幸！
3247	ORESTES\r\n\r\n这就对了！
3248	HOMER\r\n\r\n虽然我们没赢，但我仍为故事能走到今天感到震撼。
3249	HOMER\r\n\r\n我想继续写下去。
3250	HOMER\r\n\r\n哇，太神奇了！这是什么？
3251	ORESTES\r\n\r\n我叫它“故事卡”。我做这些卡是为了在研究中记录奥德修斯的冒险。
3252	ORESTES\r\n\r\n我们会成为完美搭档：你的讲故事和我的研究。
3253	ORESTES\r\n\r\n奥德修斯的传奇宏大无比，比从前讲过的任何故事都壮阔。要是我们能如实呈现这段传说，他们只好发明一种新体裁来容纳它。
3254	ORESTES\r\n\r\n世界上第一首“史诗诗篇！”
3258	ORESTES\r\n\r\n接下来几周，隔一阵就来找我拿张新卡。我会尽量把你引向正确的方向。
3259	HOMER\r\n\r\n我等不及要把这些写进诗里了！
3260	ORESTES\r\n\r\n那就别等了。我想我知道今晚哪里能让你演出这首诗。
3262	HOMER\r\n\r\n我猜我表现得不太好，对吧？我一直念错台词，紧张得要命。
3263	ORESTES\r\n\r\n嘿，别担心。说实话，确实不算好。但你只有几个小时拼出故事，而且手里只有两张卡。
3264	HOMER\r\n\r\n是啊，所有人都讨厌它。我丢脸死了。
3265	ORESTES\r\n\r\n想赢，唯一的办法就是变得更好。接下来的两周，日夜不停地打磨诗篇。
3266	ORESTES\r\n\r\n如果你需要奥德修斯故事的新点子，就来找我。除此之外，完善已有文字，练习你的演绎技巧。
3267	ORESTES\r\n\r\n对任何观众来说，最重要的三件事是：故事、润色和演绎。只要其中一项出色，观众就更可能忽略另外两项的问题。
3268	ORESTES\r\n\r\n但别过分依赖某一项而忽视其他项！关键在于平衡。
3269	ORESTES\r\n\r\n夜幕降临后，再回到这里演出你的素材。幸运的是，这些客人总是醉得厉害，记不住自己前一晚有多讨厌你。
3270	HOMER\r\n\r\n俄瑞斯忒斯，你怎么知道成为伟大说书人的所有秘诀？
3271	ORESTES\r\n\r\n我可是研究者，忘了吗？观察事物、总结规律就是我的工作。我会参加每场演出，并在每次结束后尽量给你建议。
3272	ORESTES\r\n\r\n现在看来，念错台词是你最大的问题。说不清楚时，人们就会失去兴趣。
3273	ORESTES\r\n\r\n明天，拿出一天中相当一部分时间练习演绎技巧。
3274	HOMER\r\n\r\n众神啊，我觉得我们真的能做到！
3277	ORESTES\r\n\r\n今天干得不错。即使没多少素材，你还是重新登台了。这需要勇气。
3278	HOMER\r\n\r\n是啊，可我的诗还是不怎么样。
3279	ORESTES\r\n\r\n没关系。好素材需要时间积累。试着制定策略，想想优秀说书的三根支柱：故事、润色和演绎。
3280	ORESTES\r\n\r\n明天我建议你再抽出一部分时间练习演绎。会占用更多时间，但值得。
3281	ORESTES\r\n\r\n你流畅背诵故事的一段时，观众会更感兴趣；但如果讲述时出错，观众好感反而会下降。
3282	ORESTES\r\n\r\n每次练习演绎技巧，你都会获得演说加成。这会让你更不容易念错台词，也让观众更不容易失去兴趣！
3283	ORESTES\r\n\r\n很好，荷马。我看你还在努力。
3284	HOMER\r\n\r\n你认真的吗？我还是糟糕透顶！
3285	ORESTES\r\n\r\n坚持是关键。继续思考策略。
3286	ORESTES\r\n\r\n你随时都能来找我要新卡。但别忘了，拿到新卡会提高演出时的风险等级。
3287	HOMER\r\n\r\n会吗？
3288	ORESTES\r\n\r\n当然！你讲的故事片段越多，讲述时出错的机会就越多。
3289	ORESTES\r\n\r\n这是有得必有失。你该怎样推进没有标准答案。但在你对润色和演绎的质量有信心前，别急着堆上太多卡。
3290	ORESTES\r\n\r\n我觉得我看到进步了！
3291	HOMER\r\n\r\n真的？对我来说一切都模糊成一团。我一直努力，却几乎看不出自己站在原地有什么变化。
3292	ORESTES\r\n\r\n朋友，别失去对缪斯的信念。她往往会启发那些愿意自我启发的人。
3293	HOMER\r\n\r\n这个……我不太明白。
3294	ORESTES\r\n\r\n换个角度想。你拿到一张新卡，把它加入故事时，那不会是你能讲出的最佳版本。
3295	ORESTES\r\n\r\n提升故事卡等级，意味着那部分故事会得到更好的润色；不管演绎如何，观众都会更喜欢它。
3296	ORESTES\r\n\r\n润色过的卡演绎得好，观众会比面对未经润色的卡更喜欢它。
3297	ORESTES\r\n\r\n润色过的卡即使演绎得差，观众好感受到的负面影响也不会像搞砸未经润色的卡那样严重。
3298	ORESTES\r\n\r\n试着升级你最喜欢的卡，看看有没有帮助！
3299	ORESTES\r\n\r\n等你觉得观众反响不错时，试着再加几张卡。
3300	ORESTES\r\n\r\n卡牌集越大，演出一开始观众就越兴奋。进度条会从部分填充开始！
3301	ORESTES\r\n\r\n当然，也要小心确保自己能驾驭新增的素材量。
3302	ORESTES\r\n\r\n几张安排得当、润色精良的故事卡，可能比一堆未经打磨的卡更有帮助。
3303	ORESTES\r\n\r\n我一直随机从奥德修斯人生的不同阶段给你卡。但你可能注意到了，这些故事在演出中并不是随机出现的。
3304	ORESTES\r\n\r\n每天我都会替你安排故事卡，把它们按奥德修斯征途中发生的顺序排列。
3305	ORESTES\r\n\r\n所以，只要从左到右查看卡牌集，你就能随时预览卡片的出场顺序。
3306	ORESTES\r\n\r\n今后规划升级策略时，记得考虑这套排序系统！
3307	ORESTES\r\n\r\n查看卡片时，右上角会有一个数字：I、II 或 III。
3308	ORESTES\r\n\r\n这就是卡片的篇幅等级，表示讲完那段故事需要多长时间。
3309	ORESTES\r\n\r\n你现在应该已经注意到，有些卡片的实际故事内容会在演出时分成多页。
3310	ORESTES\r\n\r\nI 级卡占一页，II 级占两页，III 级占三页。但与润色不同，篇幅等级无法改变。
3311	ORESTES\r\n\r\n获得一张 III 级篇幅卡，比获得 I 级卡有更多成功机会，但风险也更高。
3312	ORESTES\r\n\r\n拥有 III 级篇幅卡时，你能凭借好文字或好演绎打动观众的机会是三倍，但出错机会也同样是三倍。
3313	ORESTES\r\n\r\n留意卡片的篇幅等级，做好相应规划。
3314	ORESTES\r\n\r\n几天前我提过，演出时卡片的播放顺序会极大影响你的升级策略。
3315	ORESTES\r\n\r\n例如，你可以确保最早出场的卡片等级较高，让演出有个强势开局。
3316	ORESTES\r\n\r\n也可以升级最后出场的卡片，确保观众在高潮时最兴奋，让一切以高昂的情绪收尾。
3317	ORESTES\r\n\r\n不过，故事中段出现大幅低谷也不好。你不会想让观众在开头和结尾之间的段落里失去兴趣。
3318	ORESTES\r\n\r\n这些关键决定由你来做，要根据卡片在卡牌集中的位置及各自篇幅等级判断。有效的升级规划，可能决定一首诗只是不错，还是能真正伟大。
3319	ORESTES\r\n\r\n记住：当你把卡片升级到最高润色等级，它就会变得万无一失。
3320	ORESTES\r\n\r\n这意味着，除了把那段故事讲好会获得观众额外喜爱外，即使你讲述该段时出错，观众也不会失去兴趣。
3321	ORESTES\r\n\r\n那段故事讲得不好，仍然意味着你无法获得观众好感，但至少不会损失任何东西。
3322	ORESTES\r\n\r\n朋友，这就是真正好故事的力量。即使演出糟糕，也能让人着迷。
3323	ORESTES\r\n\r\n值得一提的是，奥德修斯的冒险非常漫长。
3324	ORESTES\r\n\r\n即使从比赛开始起，我每天给你三次卡，你也不可能及时收集并升级全部卡片。
3325	ORESTES\r\n\r\n因此，必须接受这个限制，选择自己认为能润色的卡片数量，同时让故事保持足够长度、引人入胜。
3326	ORESTES\r\n\r\n朋友，自从你开始参加比赛以来，你的诗成长得很不错。
3327	ORESTES\r\n\r\n但我看你有时在演出时仍然难以顺利念出台词。
3328	ORESTES\r\n\r\n别让这件事影响你。世上最好的表演者也会偶尔出错。这一切掌握在命运三女神手中。
3329	ORESTES\r\n\r\n所以真正伟大的表演者都会有备而来。他们带着大量素材，并尽可能把它们润色到最好。
3330	ORESTES\r\n\r\n如果你觉得演出无法赢得足够观众喜爱，试着增加或润色更多内容。即使朗诵极其出色，素材薄弱也会限制你的表现。
3331	ORESTES\r\n\r\n荷马，大消息。有几个人已经写完他们的诗了。
3332	HOMER\r\n\r\n真的吗？他们为什么不多花点时间打磨素材？
3333	ORESTES\r\n\r\n谁知道呢？也许他们赶着截止日期有别的事，或者只是想获得比所有人都更早完成的关注。
3334	ORESTES\r\n\r\n现在的热门人选似乎是一个叫伊索的年轻后起之秀。
3335	ORESTES\r\n\r\n他写了某部作品的早期版本，称之为“寓言”。我没赶上他的演出，但听说内容是动物惹上麻烦，再互相传授教训。
3336	ORESTES\r\n\r\n听说孩子们特别喜欢。评委给了他 75 分观众评价。所以你现在要超过的目标就是这个分数。
3337	HOMER\r\n\r\n好吧，我想我能做到。谢谢你，俄瑞斯忒斯。
3338	ORESTES\r\n\r\n还记得我说过要超过 75 分吗？
3339	HOMER\r\n\r\n记得……
3340	ORESTES\r\n\r\n那已经变了。听说有人叫埃斯库罗斯，写出了一个精彩绝伦的故事。
3341	ORESTES\r\n\r\n我听到了结尾，悲剧得令人难以置信。全场没有一双眼睛不含泪。他还做了件我从没见过的事：让不同的人分别扮演不同角色。称之为“戏剧”。
3342	ORESTES\r\n\r\n这人傲慢至极，竟亲自登台公开向缪斯祈祷，请求自己的儿子和孙子像他一样成为伟大的说书人。现场还闪过一道雷光，所以我觉得愿望可能实现了。
3343	HOMER\r\n\r\n那评委给了他多少分？
3344	ORESTES\r\n\r\n85 分。所以你截止前的新目标就是达到这个分数。祝你好运！
3345	ORESTES\r\n\r\n荷马。荷马。
3346	HOMER\r\n\r\n不会吧。又来。
3347	ORESTES\r\n\r\n对不起，荷马。我不知道我们还能不能赢。
3348	HOMER\r\n\r\n有那么好吗？
3349	ORESTES\r\n\r\n这是我听过最雄心勃勃的故事。应有尽有：诸神、世界的创造，还有各种历史。
3350	HOMER\r\n\r\n哇。那可能比我们的还史诗。
3351	ORESTES\r\n\r\n已经有人说，他的诗篇会庞大到重新定义讲故事的方式。诗人赫西俄德凭这部作品拿到了评委 95 分。
3352	HOMER\r\n\r\n这目标也太难超越了。也就是说，我们必须超过 95 分才能赢得比赛？
3353	ORESTES\r\n\r\n是的。抱歉，荷马。但往好处想，除了你以外所有参赛者都已交稿，不会再有令人不快的惊喜。至少现在你知道目标了。
3354	ORESTES\r\n\r\n你还有明天，以及正式演出当天。总共有六次机会，尽力做出改进。
3355	HOMER\r\n\r\n好吧，我会尽力的。
3356	ORESTES\r\n\r\n好了，荷马。明天是你的最后一天。
3357	ORESTES\r\n\r\n仔细研究你已有的内容，把剩余时间花在你认为帮助最大的地方。
3358	ORESTES\r\n\r\n别忘了，一切仍可能发生。不要躺在功劳簿上睡大觉，因为一位不开心的神明可能让你今天在某句昨天背得滚瓜烂熟的台词上绊倒。
3359	ORESTES\r\n\r\n确保你的素材尽可能完美。
3360	HOMER\r\n\r\n谢谢你在整个比赛期间为我做的一切，俄瑞斯忒斯。没有你，我不可能走到今天。
3361	ORESTES\r\n\r\n这是我的荣幸。
3362	ORESTES\r\n\r\n愿阿波罗向你展露微笑。
3363	ORESTES\r\n\r\n有意思。你想在比赛结束后继续润色？
3364	HOMER\r\n\r\n你自己也说过，奥德修斯的冒险有太多内容可讲。让我们确保把它讲好。
3365	ORESTES\r\n\r\n听起来不错！
3366	HOMER\r\n\r\n我可能想加入其他视角，比如留在伊塔卡的忒勒马科斯和佩涅洛佩，或者奥林匹斯的诸神。
3367	HOMER\r\n\r\n也许我还可以打乱时间线，加些倒叙，让故事更有趣。
3368	ORESTES\r\n\r\n听起来太棒了！
3369	HOMER\r\n\r\n但我不确定现在的能力能否驾驭脑海中那样复杂的叙事结构。我们先试着做点不同的吧。
3370	ORESTES\r\n\r\n嗯，我们可以根据我之前的研究对象写一首诗。
3371	HOMER\r\n\r\n哦？那首诗讲什么？
3372	ORESTES\r\n\r\n你对阿喀琉斯和特洛伊战争了解多少？
2691	向缪斯祈祷
2692	说书人向诗歌女神祈求灵感。这些故事的开篇诗句，注定会成为历史上最著名的文字之一。
2695	缪斯，你在吗？我是荷马。如果你有空，我想听听奥德修斯的故事。我打算讲他的故事赢下诗歌比赛，但你知我知，我其实对这家伙一无所知。
2697	缪斯，请为我歌唱那位聪明绝顶的人，他能迎接任何挑战、击败任何敌人。他先用机谋摧毁特洛伊城，随后踏上前往诸多异乡的宏大冒险，只是成功程度各有不同。
2699	歌唱吧，缪斯，歌唱那位足智多谋的英雄；他劫掠了著名的特洛伊城，此后远游四方。他访问过许多城市，也见识过许多民族的风俗与礼仪。
2703	特洛伊木马
2704	与特洛伊交战十年后，奥德修斯想出一计：把几名强壮的士兵藏进献给诸神的巨大祭品里。特洛伊人不愿亵渎神明，定会把它运进城中。到了夜里，伏兵便能溜出来，打开城门……
2705	特洛伊人把木马运进了城。他们觉得这东西看起来酷极了。
2706	“这件圣物将成为我们城市的象征！”特洛伊国王普里阿摩斯说，“从今往后，只要有人想到特洛伊，就会想到这匹马！”
2707	事实证明，他说得没错。
2708	特洛伊人把木马运进城后，一时不知该拿它怎么办。
2709	有人想毁掉它，有人想把它赶出城，还有更多人想找架梯子爬到马背上去。
2710	于是特洛伊人把这匹巨大的木马改造成了嘉年华游乐项目，收钱让人骑上去。它带来了大笔收入，但好景不长。那天夜里，希腊人从马里跳出来杀光了所有人，还拿走了游乐项目的利润，心想木马既然是他们造的，收益当然也该归他们。
2711	特洛伊人亲自把木马拖进堡垒；它立在那里，而他们围坐商议，面对它举棋不定。
2712	有人主张当场把它拆掉；有人想把它拖到堡垒所在的岩顶，再推下悬崖；还有人认为应让它留在那里，作为献给诸神的祭品。
2713	他们最终如此处置，因为城池一旦接纳那匹木马便已注定覆亡；马腹之中，藏着希腊人最勇猛的战士，正等待给特洛伊人带来死亡与毁灭。
2714	食莲者之地
2715	奥德修斯和他的部下抵达一片宁静的土地，当地人以一种会带来奇异效果的植物为食。
2716	奥德修斯的一些部下吃下了莲花。很快，他们强烈想听迷幻摇滚、购买黑光海报，然后躺着看自然纪录片。
2717	奥德修斯完全不明白这意味着什么。但他看得出必须做点什么。尝过莲花的人都不想离开，于是他强行把他们拖回船上，立刻离开了小岛。
2718	奥德修斯的部下开始吃莲花，发现味道居然好极了。他们一致决定要永远住在这座岛上。
2719	然而这提议对奥德修斯毫无吸引力；他看出莲花对部下施加了奇异力量，便把他们连踢带拽、哭喊着拖回了船上。
2720	莲花美味无比，吃过的人便不再挂念故乡，甚至不愿回去告知遭遇；他们只想留下来，与食莲者一起大嚼莲花，完全不再思量归期。
2721	然而他们虽痛哭流涕，奥德修斯仍把他们强押回船，并将他们绑在座板下。随后他命其余人立刻上船，免得有人尝到莲花，便不再想回家。
2722	独眼巨人之洞
2723	奥德修斯被困在食人独眼巨人波吕斐摩斯的洞穴里。他自称“无人”，随后刺瞎巨兽的一只眼睛。怪物的同伴来到洞口查看情况。
2724	“波吕斐摩斯，出什么事了？”他的朋友问道，“是不是有个狡猾的冒险家骗你叫他‘无人’，然后刺瞎你的眼睛，就盼着你说‘无人’在攻击你，好让我们以为你是说‘没有人’在攻击，转身离开？”
2725	“呃，确实是这样。”波吕斐摩斯说，“但你解释得这么清楚，这一幕也就没什么有趣的可做了。”
2726	“哦。嗯，你说得好像有道理。”
2727	“怎么了？”独眼巨人的朋友问，“你是不是吃了辣椒之类的东西？”
2728	波吕斐摩斯吼了回去，此时他有点恼火，因为他其实很喜欢辣椒，正盼着来一根。“啊！无人！不是辣椒！”
2729	“好吧，既然你没吃辣椒，我也想不出还有什么毛病。周日来独眼巨人乔家见。”说完，其他人便走了。
2730	“难道没有人用诡计或武力要杀你？”独眼巨人的朋友问。
2731	但波吕斐摩斯在洞内冲他们喊道：“无人正用诡计杀我！不是用武力杀我！”
2732	“那么，”他们说，“既然没有人攻击你，你一定是病了。宙斯让人得病时，谁也没办法。”他们离开了，奥德修斯则在心中暗笑自己的妙计成功。
2733	独眼巨人的诅咒
2734	逃离食人独眼巨人波吕斐摩斯后，这位海神波塞冬之子向苍天哭诉，诅咒英雄及其远征。
2735	“父亲波塞冬，”波吕斐摩斯哭喊道，“我知道你是神，也很忙，可你最近都不陪我。你错过了我最近三次生日派对，而且每次都好玩极了：有蛋糕、蹦床屋，什么都有。总之，如果你爱我，请杀了奥德修斯。至少看在我的份上，让他倒点霉吧。
2736	波塞冬觉得，这点忙他还是帮得起的。
2737	“听我说，父亲波塞冬！”波吕斐摩斯喊道，“你是海神，奥德修斯又要在海上航行。你要在他的旅途中制造点混乱，应该很容易吧。朝他那边掀一两道浪，搅合一下！”
2738	波塞冬回答：“只要是为了你，我亲爱的儿子，什么都行。”
2739	“听我说，伟大的波塞冬！”波吕斐摩斯哭喊道，“若我真是你亲生的儿子，就让奥德修斯永远活着到不了家；若他终究要回到朋友身边，也让他在失去所有部下后，迟迟归来、饱受苦难吧！”
2740	他如此祈求，波塞冬听见了他的祷告。
2741	海之称谓
2742	诗人为浩瀚海洋构思了一个修饰语，后来这个词以非同寻常的力量与创造力闻名。
2743	我本可以告诉你大海是什么样，可我是盲人，从没见过海。它是什么颜色？红色？
2744	风吹过海面，海看起来像我夜里的浴缸。我不怎么出门。
2745	清新的西风在酒色的海面上歌唱。
2746	埃俄罗斯之风
2747	魔法之王埃俄罗斯给了奥德修斯一个封严的袋子，把世间所有狂风困在其中，以确保航程顺遂。当奥德修斯的船抵达故乡，贪心的船员打开了魔法袋……
2748	结果袋里的宝物根本不是宝物。除非你把极强的风也算宝物，我想许多水手确实会这么认为。可惜这股强风吹错了方向，把他们送回了出发的埃俄罗斯之岛。
2749	奥德修斯本想让每个船员都为这次失误走跳板受罚，但转念一想，要是这么做，他就没人替自己开船了。于是他作罢。
2750	船员打开袋子，立刻知道自己闯了祸。巨大的风柱呼啸而出，把船吹得倒飞，径直朝他们来时的方向退回去！
2751	“我们差一点就到了！”奥德修斯喊道。但他在船长舱里独自哭了几个小时后，还是走出来决定继续前进。这只是又一道必须跨越的障碍，他不会让任何事阻止自己回家。
2752	他们解开袋口，狂风怒号而出，掀起暴风雨，将他们哭喊着卷回大海，远离自己的国土。奥德修斯醒来时，不知该投海自尽，还是活下去接受命运。
2753	但他忍住了，裹紧自己，躺在船中；船员们悲恸不已，凶猛的风把舰队吹回埃俄罗斯之岛。
2754	岩上十去其九
2755	奥德修斯的舰队抵达拉斯特律戈涅斯人的土地，却发现他们是一族食人的巨人。成群巨兽伏击奥德修斯的部下，船只也遭到附近悬崖的攻击。
2756	拉斯特律戈涅斯人突然袭击了奥德修斯和他的部下！这实在太不友善了，奥德修斯当场指出了这一点。
2757	“这不公平，”他说，“我们还没准备好。重来一次，但这回跳出来攻击前先数到三。”
2758	拉斯特律戈涅斯人照做了，却仍杀死了奥德修斯几乎所有部下，摧毁了他的全部船只。只有奥德修斯自己的船毫发无伤地逃了出去。
